#1
double Internals(8760, 4)
3600	0.0	0.2	0.0
7200	0.013221636	0.2	0.0
10800	0.018934549	0.2	0.0
14400	0.022536288	0.2	0.0
18000	0.024842217	0.2	0.0
21600	0.026554903	0.2	0.0
25200	0.027773772	0.2	1.0
28800	0.028811637	0.2	1.0
32400	0.031271949	0.2	1.0
36000	0.033413303	0.2	1.0
39600	0.03588948	0.2	1.0
43200	0.038090111	0.2	1.0
46800	0.040581812	0.2	1.0
50400	0.04399194	0.2	1.0
54000	0.045754473	0.2	1.0
57600	0.046808232	0.2	1.0
61200	0.04970583	0.2	1.0
64800	0.047672213	0.2	1.0
68400	0.046737638	0.2	0.0
72000	0.045419316	0.8	0.0
75600	0.044766594	0.6	0.0
79200	0.043714323	0.4	0.0
82800	0.043631142	0.2	0.0
86400	0.048408778	0.2	0.0
90000	0.045421163	0.2	0.0
93600	0.043272108	0.2	0.0
97200	0.041082194	0.2	0.0
100800	0.039011453	0.2	0.0
104400	0.036770857	0.2	0.0
108000	0.034814918	0.2	0.0
111600	0.032613123	0.2	1.0
115200	0.029807658	0.2	1.0
118800	0.028948581	0.2	1.0
122400	0.0284656	0.2	1.0
126000	0.028163355	0.2	1.0
129600	0.028746718	0.2	1.0
133200	0.029455424	0.2	1.0
136800	0.030518302	0.2	1.0
140400	0.031003307	0.2	1.0
144000	0.030757464	0.2	1.0
147600	0.03011804	0.2	1.0
151200	0.031612697	0.2	1.0
154800	0.030471672	0.2	0.0
158400	0.030178848	0.8	0.0
162000	0.031991789	0.6	0.0
165600	0.031157787	0.4	0.0
169200	0.030282209	0.2	0.0
172800	0.029149692	0.2	0.0
176400	0.02857679	0.2	0.0
180000	0.028027835	0.2	0.0
183600	0.028426266	0.2	0.0
187200	0.028441031	0.2	0.0
190800	0.027906097	0.2	0.0
194400	0.02897068	0.2	0.0
198000	0.028622819	0.2	1.0
201600	0.029991956	0.2	1.0
205200	0.031021973	0.2	1.0
208800	0.030500167	0.2	1.0
212400	0.03104297	0.2	1.0
216000	0.035343931	0.2	1.0
219600	0.042220561	0.2	1.0
223200	0.049048694	0.2	1.0
226800	0.053317085	0.2	1.0
230400	0.056139172	0.2	1.0
234000	0.061982763	0.2	1.0
237600	0.068316632	0.2	1.0
241200	0.072550882	0.2	0.0
244800	0.07662978	0.8	0.0
248400	0.080591903	0.6	0.0
252000	0.084463929	0.4	0.0
255600	0.088506212	0.2	0.0
259200	0.092315799	0.2	0.0
262800	0.095126638	0.2	0.0
266400	0.09737113	0.2	0.0
270000	0.099412865	0.2	0.0
273600	0.100876351	0.2	0.0
277200	0.101823024	0.2	0.0
280800	0.102361646	0.2	0.0
284400	0.102569715	0.2	1.0
288000	0.102485637	0.2	1.0
291600	0.102153641	0.2	1.0
295200	0.101648418	0.2	1.0
298800	0.101021419	0.2	1.0
302400	0.100293728	0.2	1.0
306000	0.099475856	0.2	1.0
309600	0.098581992	0.2	1.0
313200	0.097626895	0.2	1.0
316800	0.096626254	0.2	1.0
320400	0.095595948	0.2	1.0
324000	0.094541266	0.2	1.0
327600	0.093467132	0.2	0.0
331200	0.092380277	0.8	0.0
334800	0.091286696	0.6	0.0
338400	0.090189707	0.4	0.0
342000	0.089091349	0.2	0.0
345600	0.087992991	0.2	0.0
349200	0.086894633	0.2	0.0
352800	0.085796274	0.2	0.0
356400	0.084697916	0.2	0.0
360000	0.083599558	0.2	0.0
363600	0.0825012	0.2	0.0
367200	0.081402842	0.2	0.0
370800	0.080304483	0.2	1.0
374400	0.079206125	0.2	1.0
378000	0.078107767	0.2	1.0
381600	0.077009409	0.2	1.0
