#1
double Tset(8760, 2)
3600	200
7200	200
10800	200
14400	200
18000	200
21600	200
25200	200
28800	200
32400	200
36000	200
39600	200
43200	200
46800	200
50400	200
54000	200
57600	200
61200	200
64800	200
68400	200
72000	200
75600	200
79200	200
82800	200
86400	200
90000	200
93600	200
97200	200
100800	200
104400	200
108000	200
111600	200
115200	200
118800	200
122400	200
126000	200
129600	200
133200	200
136800	200
140400	200
144000	200
147600	200
151200	200
154800	200
158400	200
162000	200
165600	200
169200	200
172800	200
176400	200
180000	200
183600	200
187200	200
190800	200
194400	200
198000	200
201600	200
205200	200
208800	200
212400	200
216000	200
219600	200
223200	200
226800	200
230400	200
234000	200
237600	200
241200	200
244800	200
248400	200
252000	200
255600	200
259200	200
262800	200
266400	200
270000	200
273600	200
277200	200
280800	200
284400	200
288000	200
291600	200
295200	200
298800	200
302400	200
306000	200
309600	200
313200	200
316800	200
320400	200
324000	200
327600	200
331200	200
334800	200
338400	200
342000	200
345600	200
349200	200
352800	200
356400	200
360000	200
363600	200
367200	200
370800	200
374400	200
378000	200
381600	200
385200	200
388800	200
392400	200
396000	200
399600	200
403200	200
406800	200
410400	200
414000	200
417600	200
421200	200
424800	200
428400	200
432000	200
435600	200
439200	200
442800	200
446400	200
450000	200
453600	200
457200	200
460800	200
464400	200
468000	200
471600	200
475200	200
478800	200
482400	200
486000	200
489600	200
493200	200
496800	200
500400	200
504000	200
507600	200
511200	200
514800	200
518400	200
522000	200
525600	200
529200	200
532800	200
536400	200
540000	200
543600	200
547200	200
550800	200
554400	200
558000	200
561600	200
565200	200
568800	200
572400	200
576000	200
579600	200
583200	200
586800	200
590400	200
594000	200
597600	200
601200	200
604800	200
608400	200
612000	200
615600	200
619200	200
622800	200
626400	200
630000	200
633600	200
637200	200
640800	200
644400	200
648000	200
651600	200
655200	200
658800	200
662400	200
666000	200
669600	200
673200	200
676800	200
680400	200
684000	200
687600	200
691200	200
694800	200
698400	200
702000	200
705600	200
709200	200
712800	200
716400	200
720000	200
723600	200
727200	200
730800	200
734400	200
738000	200
741600	200
745200	200
748800	200
752400	200
756000	200
759600	200
763200	200
766800	200
770400	200
774000	200
777600	200
781200	200
784800	200
788400	200
792000	200
795600	200
799200	200
802800	200
806400	200
810000	200
813600	200
817200	200
820800	200
824400	200
828000	200
831600	200
835200	200
838800	200
842400	200
846000	200
849600	200
853200	200
856800	200
860400	200
864000	200
867600	200
871200	200
874800	200
878400	200
882000	200
885600	200
889200	200
892800	200
896400	200
900000	200
903600	200
907200	200
910800	200
914400	200
918000	200
921600	200
925200	200
928800	200
932400	200
936000	200
939600	200
943200	200
946800	200
950400	200
954000	200
957600	200
961200	200
964800	200
968400	200
972000	200
975600	200
979200	200
982800	200
986400	200
990000	200
993600	200
997200	200
1000800	200
1004400	200
1008000	200
1011600	200
1015200	200
1018800	200
1022400	200
1026000	200
1029600	200
1033200	200
1036800	200
1040400	200
1044000	200
1047600	200
1051200	200
1054800	200
1058400	200
1062000	200
1065600	200
1069200	200
1072800	200
1076400	200
1080000	200
1083600	200
1087200	200
1090800	200
1094400	200
1098000	200
1101600	200
1105200	200
1108800	200
1112400	200
1116000	200
1119600	200
1123200	200
1126800	200
1130400	200
1134000	200
1137600	200
1141200	200
1144800	200
1148400	200
1152000	200
1155600	200
1159200	200
1162800	200
1166400	200
1170000	200
1173600	200
1177200	200
1180800	200
1184400	200
1188000	200
1191600	200
1195200	200
1198800	200
1202400	200
1206000	200
1209600	200
1213200	200
1216800	200
1220400	200
1224000	200
1227600	200
1231200	200
1234800	200
1238400	200
1242000	200
1245600	200
1249200	200
1252800	200
1256400	200
1260000	200
1263600	200
1267200	200
1270800	200
1274400	200
1278000	200
1281600	200
1285200	200
1288800	200
1292400	200
1296000	200
1299600	200
1303200	200
1306800	200
1310400	200
1314000	200
1317600	200
1321200	200
1324800	200
1328400	200
1332000	200
1335600	200
1339200	200
1342800	200
1346400	200
1350000	200
1353600	200
1357200	200
1360800	200
1364400	200
1368000	200
1371600	200
1375200	200
1378800	200
1382400	200
1386000	200
1389600	200
1393200	200
1396800	200
1400400	200
1404000	200
1407600	200
1411200	200
1414800	200
1418400	200
1422000	200
1425600	200
1429200	200
1432800	200
1436400	200
1440000	200
1443600	200
1447200	200
1450800	200
1454400	200
1458000	200
1461600	200
1465200	200
1468800	200
1472400	200
1476000	200
1479600	200
1483200	200
1486800	200
1490400	200
1494000	200
1497600	200
1501200	200
1504800	200
1508400	200
1512000	200
1515600	200
1519200	200
1522800	200
1526400	200
1530000	200
1533600	200
1537200	200
1540800	200
1544400	200
1548000	200
1551600	200
1555200	200
1558800	200
1562400	200
1566000	200
1569600	200
1573200	200
1576800	200
1580400	200
1584000	200
1587600	200
1591200	200
1594800	200
1598400	200
1602000	200
1605600	200
1609200	200
1612800	200
1616400	200
1620000	200
1623600	200
1627200	200
1630800	200
1634400	200
1638000	200
1641600	200
1645200	200
1648800	200
1652400	200
1656000	200
1659600	200
1663200	200
1666800	200
1670400	200
