#1				
double	AHU(8761, 5)		
4503600	299.8166667	0.209166667	0.209166667	1
4507200	299.9136364	0.197272727	0.197272727	1
4510800	299.9954545	0.181818182	0.181818182	1
4514400	299.9916667	0.170833333	0.170833333	1
4518000	300.1416667	0.17	0.17	1
4521600	300.1	0.164166667	0.164166667	1
4525200	299.75	0.16	0.16	1
4528800	298.8666667	0.166666667	0.166666667	1
4532400	298.8	0.180833333	0.180833333	1
4536000	298.7833333	0.205	0.205	1
4539600	297.325	0.244166667	0.244166667	1
4543200	296.55	0.271666667	0.271666667	1
4546800	296.8416667	0.284166667	0.284166667	1
4550400	296.7409091	0.303636364	0.303636364	1
4554000	296.725	0.325	0.325	1
4557600	297.4	0.32	0.32	1
4561200	297.2166667	0.334166667	0.334166667	1
4564800	297.2916667	0.341666667	0.341666667	1
4568400	297.0916667	0.35	0.35	1
4572000	297.3083333	0.345	0.345	1
4575600	297.55	0.3325	0.3325	1
4579200	297.7	0.33	0.33	1
4582800	298	0.329166667	0.329166667	1
4586400	298.4583333	0.32	0.32	1
4590000	298.475	0.313333333	0.313333333	1
4593600	298.475	0.313333333	0.313333333	1
4597200	298.5333333	0.314166667	0.314166667	1
4600800	298.9166667	0.313333333	0.313333333	1
4604400	299.1045455	0.320909091	0.320909091	1
4608000	298.8583333	0.3325	0.3325	1
4611600	297.75	0.348333333	0.348333333	1
4615200	297.825	0.355833333	0.355833333	1
4618800	297.725	0.3625	0.3625	1
4622400	297.2541667	0.381805556	0.381805556	1
4626000	296.7833333	0.401111111	0.401111111	1
4629600	297.6388889	0.383333333	0.383333333	1
4633200	297.3416667	0.395	0.395	1
4636800	297.15	0.4	0.4	1
4640400	297.1681818	0.393636364	0.393636364	1
4644000	297.0590909	0.366363636	0.366363636	1
4647600	297.2045455	0.332727273	0.332727273	1
4651200	297.4083333	0.31	0.31	1
4654800	297.8666667	0.2725	0.2725	1
4658400	297.8136364	0.26	0.26	1
4662000	297.6136364	0.245454545	0.245454545	1
4665600	297.8842424	0.238363636	0.238363636	1
4669200	298.1548485	0.231272727	0.231272727	1
4672800	298.4254545	0.224181818	0.224181818	1
4676400	298.6960606	0.217090909	0.217090909	1
4680000	298.9666667	0.21	0.21	1
4683600	299.05	0.209090909	0.209090909	1
4687200	299.2	0.2	0.2	1
4690800	299.6318182	0.202727273	0.202727273	1
4694400	298.6166667	0.2325	0.2325	1
4698000	298.4833333	0.248333333	0.248333333	1
4701600	298.4136364	0.274545455	0.274545455	1
4705200	297.4785714	0.328571429	0.328571429	1
4708800	297.2416667	0.346666667	0.346666667	1
4712400	296.7	0.368333333	0.368333333	1
4716000	296.5416667	0.38	0.38	1
4719600	296.5	0.3875	0.3875	1
4723200	296.5409091	0.364545455	0.364545455	1
4726800	296.7583333	0.344166667	0.344166667	1
4730400	297.1666667	0.33	0.33	1
4734000	297.1583333	0.335833333	0.335833333	1
4737600	297.25	0.34	0.34	1
4741200	297.575	0.33	0.33	1
4744800	298.1333333	0.32	0.32	1
4748400	298.3333333	0.318333333	0.318333333	1
4752000	298.3666667	0.321666667	0.321666667	1
4755600	298.3863636	0.327272727	0.327272727	1
4759200	298.7333333	0.299166667	0.299166667	1
4762800	298.8	0.289166667	0.289166667	1
4766400	298.85	0.275	0.275	1
4770000	299.1583333	0.268333333	0.268333333	1
4773600	299.375	0.244166667	0.244166667	1
4777200	299.6666667	0.22	0.22	1
4780800	299.8409091	0.204545455	0.204545455	1
4784400	299.9	0.204166667	0.204166667	1
4788000	299.0916667	0.216666667	0.216666667	1
4791600	298.5666667	0.220833333	0.220833333	1
4795200	299.0666667	0.191666667	0.191666667	1
4798800	299.3583333	0.185	0.185	1
4802400	298.9416667	0.1925	0.1925	1
4806000	299.0166667	0.203333333	0.203333333	1
4809600	299.325	0.240833333	0.240833333	1
4813200	299.5166667	0.231666667	0.231666667	1
4816800	299.4590909	0.225454545	0.225454545	1
4820400	299.525	0.23	0.23	1
4824000	299.6333333	0.23	0.23	1
4827600	299.5916667	0.223333333	0.223333333	1
4831200	299.625	0.22	0.22	1
4834800	299.6409091	0.219090909	0.219090909	1
4838400	299.65	0.212727273	0.212727273	1
4842000	299.625	0.203333333	0.203333333	1
4845600	299.9	0.194166667	0.194166667	1
4849200	300.1333333	0.186666667	0.186666667	1
4852800	300.2590909	0.179090909	0.179090909	1
4856400	300.3318182	0.177272727	0.177272727	1
4860000	300.3166667	0.18	0.18	1
4863600	300.4583333	0.178333333	0.178333333	1
4867200	300.625	0.178333333	0.178333333	1
4870800	300.55	0.171818182	0.171818182	1
4874400	300.6227273	0.17	0.17	1
4878000	300.6916667	0.175833333	0.175833333	1
4881600	300.7333333	0.18	0.18	1
4885200	300.7227273	0.184545455	0.184545455	1
4888800	300.275	0.1925	0.1925	1
4892400	299.4916667	0.200833333	0.200833333	1
4896000	298.5954545	0.209090909	0.209090909	1
4899600	299.05	0.201666667	0.201666667	1
4903200	298.9916667	0.205833333	0.205833333	1
4906800	299.2666667	0.2	0.2	1
4910400	299.1954545	0.2	0.2	1
4914000	299.1681818	0.205454545	0.205454545	1
4917600	299.75	0.196666667	0.196666667	1
4921200	300.75	0.186666667	0.186666667	1
4924800	300.75	0.181666667	0.181666667	1
4928400	300.7333333	0.183333333	0.183333333	1
4932000	300.7409091	0.186363636	0.186363636	1
4935600	300.775	0.188333333	0.188333333	1
4939200	300.8333333	0.18	0.18	1
4942800	300.8590909	0.18	0.18	1
4946400	300.85	0.18	0.18	1
4950000	300.9166667	0.175833333	0.175833333	1
4953600	298.1954545	0.202727273	0.202727273	1
4957200	297.9916667	0.21	0.21	1
4960800	297.7916667	0.211666667	0.211666667	1
4964400	296.8666667	0.226666667	0.226666667	1
4968000	297.4166667	0.2225	0.2225	1
4971600	297.2954545	0.229090909	0.229090909	1
4975200	296.725	0.225833333	0.225833333	1
4978800	297.0666667	0.214166667	0.214166667	1
4982400	297.5666667	0.208333333	0.208333333	1
4986000	297.4166667	0.21	0.21	1
4989600	297.1	0.213333333	0.213333333	1
4993200	292.075	0.279166667	0.279166667	1
4996800	291.375	0.293333333	0.293333333	1
5000400	295.1083333	0.254166667	0.254166667	1
5004000	300.7954545	0.181818182	0.181818182	1
5007600	301.075	0.18	0.18	1
5011200	301.0083333	0.174166667	0.174166667	1
5014800	300.95	0.166666667	0.166666667	1
5018400	301.225	0.17	0.17	1
5022000	301.0681818	0.169090909	0.169090909	1
5025600	301.1	0.1625	0.1625	1
5029200	301.0666667	0.160833333	0.160833333	1
5032800	301.1666667	0.16	0.16	1
5036400	301.15	0.16	0.16	1
5040000	301.2166667	0.16	0.16	1
5043600	301.2590909	0.160909091	0.160909091	1
5047200	301.3227273	0.163636364	0.163636364	1
5050800	301.3833333	0.17	0.17	1
5054400	301.3136364	0.17	0.17	1
5058000	301.2409091	0.169090909	0.169090909	1
5061600	301.25	0.17	0.17	1
5065200	301.225	0.17	0.17	1
5068800	301.2583333	0.17	0.17	1
5072400	301.2416667	0.161666667	0.161666667	1
5076000	301.1416667	0.170833333	0.170833333	1
5079600	301.0916667	0.19	0.19	1
5083200	300.9583333	0.1975	0.1975	1
5086800	300.9583333	0.2	0.2	1
5090400	301.0083333	0.209166667	0.209166667	1
5094000	301.0583333	0.223333333	0.223333333	1
5097600	301.075	0.236666667	0.236666667	1
5101200	301.0583333	0.244166667	0.244166667	1
5104800	301.05	0.255833333	0.255833333	1
5108400	301.0166667	0.259166667	0.259166667	1
5112000	300.95	0.255833333	0.255833333	1
5115600	300.9409091	0.242727273	0.242727273	1
5119200	300.95	0.23	0.23	1
5122800	301.0333333	0.223333333	0.223333333	1
5126400	301.0083333	0.223333333	0.223333333	1
5130000	300.8833333	0.228333333	0.228333333	1
5133600	301.025	0.225833333	0.225833333	1
5137200	301.2083333	0.215833333	0.215833333	1
5140800	301.1	0.21	0.21	1
5144400	300.6833333	0.2225	0.2225	1
5148000	300.65	0.2275	0.2275	1
5151600	301.125	0.236666667	0.236666667	1
5155200	301.3666667	0.23	0.23	1
5158800	301.3833333	0.200833333	0.200833333	1
5162400	301.3166667	0.19	0.19	1
5166000	301.2833333	0.189166667	0.189166667	1
5169600	301.55	0.172727273	0.172727273	1
5173200	301.4083333	0.17	0.17	1
5176800	301.2916667	0.1825	0.1825	1
5180400	299.3583333	0.22	0.22	1
5184000	299.8666667	0.205833333	0.205833333	1
5187600	300.3416667	0.189166667	0.189166667	1
5191200	300.475	0.19	0.19	1
5194800	300.6583333	0.188333333	0.188333333	1
5198400	300.7083333	0.1825	0.1825	1
5202000	300.7166667	0.189166667	0.189166667	1
5205600	300.75	0.194545455	0.194545455	1
5209200	300.6666667	0.2	0.2	1
5212800	300.6333333	0.2	0.2	1
5216400	300.8083333	0.195833333	0.195833333	1
5220000	300.725	0.19	0.19	1
5223600	300.1833333	0.1925	0.1925	1
5227200	298.7333333	0.1975	0.1975	1
5230800	299.9	0.178333333	0.178333333	1
5234400	300.5083333	0.175	0.175	1
5238000	300.0666667	0.185	0.185	1
5241600	300.3833333	0.214166667	0.214166667	1
5245200	300.6333333	0.245833333	0.245833333	1
5248800	300.525	0.241666667	0.241666667	1
5252400	299.9416667	0.24	0.24	1
5256000	300.3166667	0.22	0.22	1
5259600	300.3227273	0.22	0.22	1
5263200	300.2916667	0.22	0.22	1
5266800	300.275	0.22	0.22	1
5270400	300.5833333	0.213333333	0.213333333	1
5274000	300.8772727	0.200909091	0.200909091	1
5277600	300.9227273	0.199090909	0.199090909	1
5281200	300.925	0.191666667	0.191666667	1
5284800	300.9916667	0.19	0.19	1
5288400	300.9916667	0.189166667	0.189166667	1
5292000	300.9583333	0.19	0.19	1
5295600	300.95	0.1925	0.1925	1
5299200	300.8916667	0.201666667	0.201666667	1
5302800	293.825	0.305	0.305	1
5306400	294.5416667	0.296666667	0.296666667	1
5310000	294.925	0.290833333	0.290833333	1
5313600	294.3166667	0.308333333	0.308333333	1
5317200	294.7333333	0.3	0.3	1
5320800	294.95	0.29	0.29	1
5324400	295.6833333	0.2975	0.2975	1
5328000	295.9166667	0.3275	0.3275	1
5331600	295.575	0.34	0.34	1
5335200	295.3	0.334166667	0.334166667	1
5338800	294.5136364	0.334545455	0.334545455	1
5342400	294.5916667	0.338333333	0.338333333	1
5346000	294.7136364	0.331818182	0.331818182	1
5349600	294.6192308	0.333846154	0.333846154	1
5353200	294.6416667	0.316666667	0.316666667	1
5356800	294.5318182	0.296363636	0.296363636	1
5360400	294.9666667	0.28	0.28	1
5364000	295.3833333	0.275	0.275	1
5367600	295.3136364	0.270909091	0.270909091	1
5371200	295.425	0.266666667	0.266666667	1
5374800	295.4227273	0.258181818	0.258181818	1
5378400	295.6416667	0.245833333	0.245833333	1
5382000	296.0666667	0.230833333	0.230833333	1
5385600	296.2166667	0.23	0.23	1
5389200	296.66	0.23	0.23	1
5392800	296.5333333	0.24	0.24	1
5396400	296.1916667	0.2425	0.2425	1
5400000	296.1333333	0.235833333	0.235833333	1
5403600	296.3590909	0.232727273	0.232727273	1
5407200	296.3166667	0.228333333	0.228333333	1
5410800	296.2416667	0.231666667	0.231666667	1
5414400	295.9045455	0.24	0.24	1
5418000	295.5333333	0.239166667	0.239166667	1
5421600	295.1166667	0.245	0.245	1
5425200	294.8583333	0.25	0.25	1
5428800	294.8083333	0.25	0.25	1
5432400	294.7833333	0.25	0.25	1
5436000	295.1	0.25	0.25	1
5439600	300.05	0.193333333	0.193333333	1
5443200	300.7166667	0.2	0.2	1
5446800	300.7583333	0.2	0.2	1
5450400	300.8	0.205	0.205	1
5454000	300.7916667	0.209166667	0.209166667	1
5457600	300.8166667	0.2175	0.2175	1
5461200	300.7772727	0.219090909	0.219090909	1
5464800	300.7730769	0.211538462	0.211538462	1
5468400	300.8833333	0.200833333	0.200833333	1
5472000	300.9083333	0.2	0.2	1
5475600	300.9416667	0.200833333	0.200833333	1
5479200	296.15	0.266666667	0.266666667	1
5482800	295.7863636	0.265454545	0.265454545	1
5486400	295.8916667	0.261666667	0.261666667	1
5490000	296.2590909	0.267272727	0.267272727	1
5493600	296.2083333	0.2575	0.2575	1
5497200	295.9833333	0.2825	0.2825	1
5500800	296.025	0.261666667	0.261666667	1
5504400	295.9583333	0.248333333	0.248333333	1
5508000	295.9666667	0.2525	0.2525	1
5511600	296.1916667	0.25	0.25	1
5515200	296.1583333	0.2425	0.2425	1
5518800	295.9583333	0.250833333	0.250833333	1
5522400	295.9916667	0.258333333	0.258333333	1
5526000	295.88	0.27	0.27	1
5529600	295.8	0.267	0.267	1
5533200	295.7318182	0.269090909	0.269090909	1
5536800	295.7	0.275	0.275	1
5540400	296	0.2775	0.2775	1
5544000	296.0416667	0.28	0.28	1
5547600	296.0333333	0.281666667	0.281666667	1
5551200	295.8045455	0.292727273	0.292727273	1
5554800	296.0666667	0.291666667	0.291666667	1
5558400	296.4416667	0.29	0.29	1
5562000	296.5916667	0.285833333	0.285833333	1
5565600	296.6954545	0.295454545	0.295454545	1
5569200	296.5227273	0.312727273	0.312727273	1
5572800	296.2166667	0.325	0.325	1
5576400	295.8409091	0.334545455	0.334545455	1
5580000	295.7681818	0.34	0.34	1
5583600	295.8388889	0.34	0.34	1
5587200	295.75	0.336363636	0.336363636	1
5590800	295.7	0.325	0.325	1
5594400	295.625	0.303333333	0.303333333	1
5598000	295.3	0.308333333	0.308333333	1
5601600	295.125	0.31	0.31	1
5605200	295.025	0.3275	0.3275	1
5608800	295.45	0.325833333	0.325833333	1
5612400	295.3666667	0.320833333	0.320833333	1
5616000	295.4833333	0.32	0.32	1
5619600	295.4136364	0.321818182	0.321818182	1
5623200	295.3666667	0.325	0.325	1
5626800	295.4333333	0.324166667	0.324166667	1
5630400	295.2666667	0.319166667	0.319166667	1
5634000	295.325	0.301666667	0.301666667	1
5637600	295.5166667	0.280833333	0.280833333	1
5641200	295.7681818	0.270909091	0.270909091	1
5644800	296.1045455	0.27	0.27	1
5648400	296.2333333	0.27	0.27	1
5652000	296.15	0.271818182	0.271818182	1
5655600	295.7833333	0.2825	0.2825	1
5659200	295.5	0.290833333	0.290833333	1
5662800	295.2083333	0.304166667	0.304166667	1
5666400	295.3166667	0.3	0.3	1
5670000	295.3166667	0.289166667	0.289166667	1
5673600	295.3833333	0.29	0.29	1
5677200	295.6666667	0.276666667	0.276666667	1
5680800	295.7772727	0.278181818	0.278181818	1
5684400	295.75	0.2775	0.2775	1
5688000	295.85	0.283333333	0.283333333	1
5691600	296.1681818	0.27	0.27	1
5695200	296.3227273	0.281818182	0.281818182	1
5698800	296.3666667	0.285833333	0.285833333	1
5702400	296.3954545	0.280909091	0.280909091	1
5706000	296.6416667	0.28	0.28	1
5709600	296.6166667	0.28	0.28	1
5713200	296.625	0.275833333	0.275833333	1
5716800	296.4916667	0.270833333	0.270833333	1
5720400	296.5318182	0.27	0.27	1
5724000	296.6590909	0.27	0.27	1
5727600	296.7583333	0.27	0.27	1
5731200	296.1666667	0.275	0.275	1
5734800	295.725	0.281666667	0.281666667	1
5738400	295.6083333	0.27	0.27	1
5742000	295.3166667	0.240833333	0.240833333	1
5745600	295.3083333	0.2325	0.2325	1
5749200	295.6583333	0.216666667	0.216666667	1
5752800	295.7666667	0.205833333	0.205833333	1
5756400	295.9083333	0.2	0.2	1
5760000	295.6416667	0.210833333	0.210833333	1
5763600	295.5916667	0.22	0.22	1
5767200	295.7666667	0.22	0.22	1
5770800	296.0333333	0.221666667	0.221666667	1
5774400	295.8333333	0.233333333	0.233333333	1
5778000	295.9416667	0.245833333	0.245833333	1
5781600	296.0833333	0.261666667	0.261666667	1
5785200	296.5045455	0.26	0.26	1
5788800	296.5916667	0.26	0.26	1
5792400	296.4653846	0.262307692	0.262307692	1
5796000	296.4045455	0.27	0.27	1
5799600	296.325	0.2725	0.2725	1
5803200	296.375	0.28	0.28	1
5806800	296.3136364	0.28	0.28	1
5810400	296.3416667	0.28	0.28	1
5814000	296.3666667	0.276666667	0.276666667	1
5817600	296.1	0.276666667	0.276666667	1
5821200	295.825	0.270833333	0.270833333	1
5824800	295.55	0.269166667	0.269166667	1
5828400	295	0.2825	0.2825	1
5832000	294.6583333	0.2925	0.2925	1
5835600	295.2833333	0.3	0.3	1
5839200	295.3416667	0.3225	0.3225	1
5842800	294.975	0.36	0.36	1
5846400	294.2333333	0.4	0.4	1
5850000	294.3166667	0.398333333	0.398333333	1
5853600	295.2166667	0.3775	0.3775	1
5857200	295.575	0.363333333	0.363333333	1
5860800	295.3409091	0.348181818	0.348181818	1
5864400	295.9833333	0.325833333	0.325833333	1
5868000	296.4833333	0.306666667	0.306666667	1
5871600	296.3136364	0.302727273	0.302727273	1
5875200	295.7583333	0.308333333	0.308333333	1
5878800	295.7083333	0.309166667	0.309166667	1
5882400	295.6666667	0.309166667	0.309166667	1
5886000	295.6333333	0.31	0.31	1
5889600	295.65	0.31	0.31	1
5893200	295.6583333	0.305833333	0.305833333	1
5896800	295.7416667	0.300833333	0.300833333	1
5900400	295.925	0.2875	0.2875	1
5904000	296.1833333	0.2875	0.2875	1
5907600	296.1318182	0.291818182	0.291818182	1
5911200	296.35	0.275833333	0.275833333	1
5914800	296.5136364	0.261818182	0.261818182	1
5918400	296.5863636	0.247272727	0.247272727	1
5922000	296.525	0.248333333	0.248333333	1
5925600	296.5772727	0.248181818	0.248181818	1
5929200	296.65	0.248333333	0.248333333	1
5932800	296.6083333	0.253333333	0.253333333	1
5936400	296.0227273	0.255454545	0.255454545	1
5940000	296.1772727	0.258181818	0.258181818	1
5943600	296.525	0.26	0.26	1
5947200	296.1	0.273333333	0.273333333	1
5950800	295.7583333	0.28	0.28	1
5954400	295.3833333	0.270833333	0.270833333	1
5958000	295.4166667	0.279166667	0.279166667	1
5961600	295.7583333	0.271666667	0.271666667	1
5965200	296.0136364	0.28	0.28	1
5968800	296.125	0.294166667	0.294166667	1
5972400	296.2583333	0.290833333	0.290833333	1
5976000	296.0583333	0.284166667	0.284166667	1
5979600	296.1666667	0.300833333	0.300833333	1
5983200	296.725	0.31	0.31	1
5986800	297.0666667	0.311666667	0.311666667	1
5990400	296.25	0.335	0.335	1
5994000	296.475	0.345	0.345	1
5997600	296.7333333	0.355833333	0.355833333	1
6001200	296.8333333	0.365	0.365	1
6004800	296.75	0.378181818	0.378181818	1
6008400	296.7045455	0.399090909	0.399090909	1
6012000	296.65	0.418181818	0.418181818	1
6015600	296.59	0.433	0.433	1
6019200	296.25	0.443333333	0.443333333	1
6022800	295.6166667	0.455833333	0.455833333	1
6026400	295.5916667	0.464166667	0.464166667	1
6030000	295.7	0.4625	0.4625	1
6033600	295.5333333	0.455833333	0.455833333	1
6037200	295.5833333	0.428333333	0.428333333	1
6040800	295.6083333	0.420833333	0.420833333	1
6044400	295.9916667	0.425	0.425	1
6048000	295.9	0.448333333	0.448333333	1
6051600	296.0166667	0.45	0.45	1
6055200	296.0409091	0.452727273	0.452727273	1
6058800	296.025	0.4525	0.4525	1
6062400	296.0166667	0.45	0.45	1
6066000	296.2333333	0.4475	0.4475	1
6069600	296.3416667	0.436666667	0.436666667	1
6073200	296.5833333	0.425	0.425	1
6076800	296.91	0.421	0.421	1
6080400	296.39	0.438	0.438	1
6084000	296.3590909	0.44	0.44	1
6087600	296.5409091	0.44	0.44	1
6091200	296.6833333	0.44	0.44	1
6094800	296.7136364	0.437272727	0.437272727	1
6098400	296.6	0.428333333	0.428333333	1
6102000	296.59	0.438	0.438	1
6105600	296.0583333	0.4425	0.4425	1
6109200	295.73	0.46	0.46	1
6112800	295.6333333	0.4575	0.4575	1
6116400	295.5	0.4625	0.4625	1
6120000	295.81	0.454	0.454	1
6123600	296.125	0.4325	0.4325	1
6127200	296.075	0.418333333	0.418333333	1
6130800	296.0583333	0.393333333	0.393333333	1
6134400	296	0.39	0.39	1
6138000	295.95	0.395	0.395	1
6141600	295.85	0.395454545	0.395454545	1
6145200	295.7409091	0.377272727	0.377272727	1
6148800	295.7833333	0.371666667	0.371666667	1
6152400	295.875	0.368333333	0.368333333	1
6156000	295.95	0.341666667	0.341666667	1
6159600	296.2772727	0.319090909	0.319090909	1
6163200	296.2416667	0.308333333	0.308333333	1
6166800	292.2333333	0.360833333	0.360833333	1
6170400	291.7666667	0.345	0.345	1
6174000	291.79	0.272	0.272	1
6177600	291.7333333	0.265833333	0.265833333	1
6181200	291.75	0.2275	0.2275	1
6184800	291.8	0.245	0.245	1
6188400	291.8166667	0.241666667	0.241666667	1
6192000	291.85	0.244545455	0.244545455	1
6195600	291.8423077	0.228461538	0.228461538	1
6199200	291.5583333	0.239166667	0.239166667	1
6202800	291.5916667	0.279166667	0.279166667	1
6206400	291.5583333	0.31	0.31	1
6210000	291.3	0.338333333	0.338333333	1
6213600	291.1916667	0.33	0.33	1
6217200	291.3083333	0.328333333	0.328333333	1
6220800	291.7954545	0.316363636	0.316363636	1
6224400	292.05	0.31	0.31	1
6228000	292.2916667	0.3025	0.3025	1
6231600	292.325	0.300833333	0.300833333	1
6235200	292.3083333	0.306666667	0.306666667	1
6238800	292.25	0.31	0.31	1
6242400	292.3416667	0.31	0.31	1
6246000	292.6083333	0.31	0.31	1
6249600	292.7666667	0.31	0.31	1
6253200	292.8416667	0.31	0.31	1
6256800	292.9666667	0.3075	0.3075	1
6260400	293.1045455	0.312727273	0.312727273	1
6264000	299.575	0.215833333	0.215833333	1
6267600	300.4583333	0.189166667	0.189166667	1
6271200	300.6136364	0.197272727	0.197272727	1
6274800	300.6653846	0.188461538	0.188461538	1
6278400	300.7590909	0.195454545	0.195454545	1
6282000	300.8	0.214166667	0.214166667	1
6285600	301.025	0.23	0.23	1
6289200	301.15	0.2225	0.2225	1
6292800	301.2772727	0.210909091	0.210909091	1
6296400	301.0333333	0.204166667	0.204166667	1
6300000	300.7666667	0.205	0.205	1
6303600	300.8681818	0.205454545	0.205454545	1
6307200	300.9318182	0.2	0.2	1
6310800	300.7833333	0.198333333	0.198333333	1
6314400	300.8416667	0.201666667	0.201666667	1
6318000	300.8863636	0.198181818	0.198181818	1
6321600	300.8166667	0.1975	0.1975	1
6325200	300.8416667	0.19	0.19	1
6328800	300.8583333	0.19	0.19	1
6332400	300.8666667	0.195	0.195	1
6336000	301.025	0.200833333	0.200833333	1
6339600	301.0833333	0.2	0.2	1
6343200	301.275	0.198333333	0.198333333	1
6346800	301.35	0.183333333	0.183333333	1
6350400	301.2083333	0.17	0.17	1
6354000	301.1333333	0.17	0.17	1
6357600	301.1666667	0.169166667	0.169166667	1
6361200	295.6416667	0.235833333	0.235833333	1
6364800	297.7045455	0.214545455	0.214545455	1
6368400	300.6833333	0.188333333	0.188333333	1
6372000	300.8681818	0.186363636	0.186363636	1
6375600	301.0666667	0.214166667	0.214166667	1
6379200	301.1416667	0.213333333	0.213333333	1
6382800	301.0916667	0.209166667	0.209166667	1
6386400	301.05	0.21	0.21	1
6390000	301.0416667	0.21	0.21	1
6393600	301.0416667	0.21	0.21	1
6397200	300.975	0.21	0.21	1
6400800	300.9590909	0.21	0.21	1
6404400	300.9916667	0.210833333	0.210833333	1
6408000	301.0333333	0.21	0.21	1
6411600	301.1416667	0.215	0.215	1
6415200	301.1416667	0.22	0.22	1
6418800	301.2416667	0.220833333	0.220833333	1
6422400	301.2166667	0.23	0.23	1
6426000	301.0666667	0.233333333	0.233333333	1
6429600	300.9416667	0.23	0.23	1
6433200	300.825	0.23	0.23	1
6436800	297.5166667	0.271666667	0.271666667	1
6440400	300.1	0.235833333	0.235833333	1
6444000	300.2833333	0.226666667	0.226666667	1
6447600	300.2333333	0.2225	0.2225	1
6451200	300.25	0.2275	0.2275	1
6454800	300.2916667	0.220833333	0.220833333	1
6458400	300.15	0.225833333	0.225833333	1
6462000	299.9166667	0.229166667	0.229166667	1
6465600	297.9333333	0.255833333	0.255833333	1
6469200	297.6318182	0.263636364	0.263636364	1
6472800	300.975	0.2125	0.2125	1
6476400	301.0416667	0.201666667	0.201666667	1
6480000	301.0416667	0.201666667	0.201666667	1
6483600	301.025	0.2	0.2	1
6487200	300.9583333	0.2	0.2	1
6490800	300.9583333	0.204166667	0.204166667	1
6494400	300.95	0.21	0.21	1
6498000	300.9666667	0.2075	0.2075	1
6501600	301.0333333	0.200833333	0.200833333	1
6505200	301.15	0.205454545	0.205454545	1
6508800	301.1961538	0.211538462	0.211538462	1
6512400	301.1	0.213333333	0.213333333	1
6516000	300.5333333	0.2225	0.2225	1
6519600	298.8416667	0.2675	0.2675	1
6523200	298.2833333	0.280833333	0.280833333	1
6526800	298.8772727	0.273636364	0.273636364	1
6530400	299.4166667	0.2725	0.2725	1
6534000	299.6583333	0.268333333	0.268333333	1
6537600	299.6136364	0.262727273	0.262727273	1
6541200	299.6583333	0.2775	0.2775	1
6544800	299.7916667	0.29	0.29	1
6548400	299.8833333	0.29	0.29	1
6552000	299.95	0.280833333	0.280833333	1
6555600	300.0416667	0.278333333	0.278333333	1
6559200	300.25	0.278333333	0.278333333	1
6562800	300.3583333	0.271666667	0.271666667	1
6566400	300.4166667	0.263333333	0.263333333	1
6570000	300.5	0.2575	0.2575	1
6573600	300.5583333	0.241666667	0.241666667	1
6577200	300.575	0.248333333	0.248333333	1
6580800	300.7	0.244166667	0.244166667	1
6584400	300.725	0.238333333	0.238333333	1
6588000	300.8166667	0.220833333	0.220833333	1
6591600	300.95	0.215	0.215	1
6595200	301.0916667	0.216666667	0.216666667	1
6598800	301.05	0.2075	0.2075	1
6602400	300.55	0.209166667	0.209166667	1
6606000	298.8083333	0.218333333	0.218333333	1
6609600	299.1	0.200833333	0.200833333	1
6613200	300.1416667	0.1675	0.1675	1
6616800	300.2333333	0.163333333	0.163333333	1
6620400	300.1583333	0.1625	0.1625	1
6624000	300.0583333	0.155833333	0.155833333	1
6627600	300.0772727	0.167272727	0.167272727	1
6631200	300.225	0.178333333	0.178333333	1
6634800	300.4	0.190833333	0.190833333	1
6638400	300.5681818	0.194545455	0.194545455	1
6642000	300.7583333	0.2	0.2	1
6645600	300.8333333	0.2	0.2	1
6649200	300.7863636	0.195454545	0.195454545	1
6652800	300.85	0.1975	0.1975	1
6656400	300.825	0.2025	0.2025	1
6660000	300.75	0.231666667	0.231666667	1
6663600	300.7416667	0.25	0.25	1
6667200	300.7083333	0.255833333	0.255833333	1
6670800	300.7166667	0.259166667	0.259166667	1
6674400	300.75	0.26	0.26	1
6678000	300.7416667	0.263333333	0.263333333	1
6681600	300.6833333	0.265	0.265	1
6685200	300.5333333	0.279166667	0.279166667	1
6688800	300.55	0.2625	0.2625	1
6692400	296.0416667	0.340833333	0.340833333	1
6696000	291.4833333	0.445833333	0.445833333	1
6699600	291.25	0.441666667	0.441666667	1
6703200	291.1045455	0.422727273	0.422727273	1
6706800	291.0590909	0.426363636	0.426363636	1
6710400	291.0166667	0.4425	0.4425	1
6714000	290.9227273	0.450909091	0.450909091	1
6717600	290.9666667	0.450833333	0.450833333	1
6721200	290.8666667	0.45	0.45	1
6724800	290.9083333	0.449166667	0.449166667	1
6728400	290.925	0.445	0.445	1
6732000	290.9166667	0.441666667	0.441666667	1
6735600	290.8416667	0.439166667	0.439166667	1
6739200	290.75	0.440833333	0.440833333	1
6742800	290.9833333	0.436666667	0.436666667	1
6746400	290.9916667	0.439166667	0.439166667	1
6750000	291	0.4375	0.4375	1
6753600	296.5083333	0.3225	0.3225	1
6757200	297.1590909	0.310909091	0.310909091	1
6760800	295.95	0.321818182	0.321818182	1
6764400	296.0590909	0.325454545	0.325454545	1
6768000	296.2318182	0.343636364	0.343636364	1
6771600	296.275	0.350833333	0.350833333	1
6775200	296.4833333	0.356666667	0.356666667	1
6778800	295.1681818	0.387272727	0.387272727	1
6782400	294.3772727	0.377272727	0.377272727	1
6786000	294.8666667	0.361666667	0.361666667	1
6789600	294.95	0.368333333	0.368333333	1
