#1				
double	AHU(8761, 5)		
11505600	291.15	0	1	1
11509200	291.15	0	1	1
11512800	291.15	0	1	1
11516400	291.15	0	1	1
11520000	291.15	0	1	1
11523600	291.15	0	1	1
11527200	291.15	0	1	1
11530800	291.15	0	1	1
11534400	291.15	0	1	1
11538000	291.15	0	1	1
11541600	291.15	0	1	1
11545200	291.15	0	1	1
11548800	291.15	0	1	1
11552400	291.15	0	1	1
11556000	291.15	0	1	1
11559600	291.15	0	1	1
11563200	291.15	0	1	1
11566800	291.15	0	1	1
11570400	291.15	0	1	1
11574000	291.15	0	1	1
11577600	291.15	0	1	1
11581200	291.15	0	1	1
11584800	291.15	0	1	1
11588400	291.15	0	1	1
11592000	291.15	0	1	1
11595600	291.15	0	1	1
11599200	291.15	0	1	1
11602800	291.15	0	1	1
11606400	291.15	0	1	1
11610000	291.15	0	1	1
11613600	291.15	0	1	1
11617200	291.15	0	1	1
11620800	291.15	0	1	1
11624400	291.15	0	1	1
11628000	291.15	0	1	1
11631600	291.15	0	1	1
11635200	291.15	0	1	1
11638800	291.15	0	1	1
11642400	291.15	0	1	1
11646000	291.15	0	1	1
11649600	291.15	0	1	1
11653200	291.15	0	1	1
11656800	291.15	0	1	1
11660400	291.15	0	1	1
11664000	291.15	0	1	1
11667600	291.15	0	1	1
11671200	291.15	0	1	1
11674800	291.15	0	1	1
11678400	291.15	0	1	1
11682000	291.15	0	1	1
11685600	291.15	0	1	1
11689200	291.15	0	1	1
11692800	291.15	0	1	1
11696400	291.15	0	1	1
11700000	291.15	0	1	1
11703600	291.15	0	1	1
11707200	291.15	0	1	1
11710800	291.15	0	1	1
11714400	291.15	0	1	1
11718000	291.15	0	1	1
11721600	291.15	0	1	1
11725200	291.15	0	1	1
11728800	291.15	0	1	1
11732400	291.15	0	1	1
11736000	291.15	0	1	1
11739600	291.15	0	1	1
11743200	291.15	0	1	1
11746800	291.15	0	1	1
11750400	291.15	0	1	1
11754000	291.15	0	1	1
11757600	291.15	0	1	1
11761200	291.15	0	1	1
11764800	291.15	0	1	1
11768400	291.15	0	1	1
11772000	291.15	0	1	1
11775600	291.15	0	1	1
11779200	291.15	0	1	1
11782800	291.15	0	1	1
11786400	291.15	0	1	1
11790000	291.15	0	1	1
11793600	291.15	0	1	1
11797200	291.15	0	1	1
11800800	291.15	0	1	1
11804400	291.15	0	1	1
11808000	291.15	0	1	1
11811600	291.15	0	1	1
11815200	291.15	0	1	1
11818800	291.15	0	1	1
11822400	291.15	0	1	1
11826000	291.15	0	1	1
11829600	291.15	0	1	1
11833200	291.15	0	1	1
11836800	291.15	0	1	1
11840400	291.15	0	1	1
11844000	291.15	0	1	1
11847600	291.15	0	1	1
11851200	291.15	0	1	1
11854800	291.15	0	1	1
11858400	291.15	0	1	1
11862000	291.15	0	1	1
11865600	291.15	0	1	1
11869200	291.15	0	1	1
11872800	291.15	0	1	1
11876400	291.15	0	1	1
11880000	291.15	0	1	1
11883600	291.15	0	1	1
11887200	291.15	0	1	1
11890800	291.15	0	1	1
11894400	291.15	0	1	1
11898000	291.15	0	1	1
11901600	291.15	0	1	1
11905200	291.15	0	1	1
11908800	291.15	0	1	1
11912400	291.15	0	1	1
11916000	291.15	0	1	1
11919600	291.15	0	1	1
11923200	291.15	0	1	1
11926800	291.15	0	1	1
11930400	291.15	0	1	1
11934000	291.15	0	1	1
11937600	291.15	0	1	1
11941200	291.15	0	1	1
11944800	291.15	0	1	1
11948400	291.15	0	1	1
11952000	291.15	0	1	1
11955600	291.15	0	1	1
11959200	291.15	0	1	1
11962800	291.15	0	1	1
11966400	291.15	0	1	1
11970000	291.15	0	1	1
11973600	291.15	0	1	1
11977200	291.15	0	1	1
11980800	291.15	0	1	1
11984400	291.15	0	1	1
11988000	291.15	0	1	1
11991600	291.15	0	1	1
11995200	291.15	0	1	1
11998800	291.15	0	1	1
12002400	291.15	0	1	1
12006000	291.15	0	1	1
12009600	291.15	0	1	1
12013200	291.15	0	1	1
12016800	291.15	0	1	1
12020400	291.15	0	1	1
12024000	291.15	0	1	1
12027600	291.15	0	1	1
12031200	291.15	0	1	1
12034800	291.15	0	1	1
12038400	291.15	0	1	1
12042000	291.15	0	1	1
12045600	291.15	0	1	1
12049200	291.15	0	1	1
12052800	291.15	0	1	1
12056400	291.15	0	1	1
12060000	291.15	0	1	1
12063600	291.15	0	1	1
12067200	291.15	0	1	1
12070800	291.15	0	1	1
12074400	291.15	0	1	1
12078000	291.15	0	1	1
12081600	291.15	0	1	1
12085200	291.15	0	1	1
12088800	291.15	0	1	1
12092400	291.15	0	1	1
12096000	291.15	0	1	1
12099600	291.15	0	1	1
12103200	291.15	0	1	1
12106800	291.15	0	1	1
12110400	291.15	0	1	1
12114000	291.15	0	1	1
12117600	291.15	0	1	1
12121200	291.15	0	1	1
12124800	291.15	0	1	1
12128400	291.15	0	1	1
12132000	291.15	0	1	1
12135600	291.15	0	1	1
12139200	291.15	0	1	1
12142800	291.15	0	1	1
12146400	291.15	0	1	1
12150000	291.15	0	1	1
12153600	291.15	0	1	1
12157200	291.15	0	1	1
12160800	291.15	0	1	1
12164400	291.15	0	1	1
12168000	291.15	0	1	1
12171600	291.15	0	1	1
12175200	291.15	0	1	1
12178800	291.15	0	1	1
12182400	291.15	0	1	1
12186000	291.15	0	1	1
12189600	291.15	0	1	1
12193200	291.15	0	1	1
12196800	291.15	0	1	1
12200400	291.15	0	1	1
12204000	291.15	0	1	1
12207600	291.15	0	1	1
12211200	291.15	0	1	1
12214800	291.15	0	1	1
12218400	291.15	0	1	1
12222000	291.15	0	1	1
12225600	291.15	0	1	1
12229200	291.15	0	1	1
12232800	291.15	0	1	1
12236400	291.15	0	1	1
12240000	291.15	0	1	1
12243600	291.15	0	1	1
12247200	291.15	0	1	1
12250800	291.15	0	1	1
12254400	291.15	0	1	1
12258000	291.15	0	1	1
12261600	291.15	0	1	1
12265200	291.15	0	1	1
12268800	291.15	0	1	1
12272400	291.15	0	1	1
12276000	291.15	0	1	1
12279600	291.15	0	1	1
12283200	291.15	0	1	1
12286800	291.15	0	1	1
12290400	291.15	0	1	1
12294000	291.15	0	1	1
12297600	291.15	0	1	1
12301200	291.15	0	1	1
12304800	291.15	0	1	1
12308400	291.15	0	1	1
12312000	291.15	0	1	1
12315600	291.15	0	1	1
12319200	291.15	0	1	1
12322800	291.15	0	1	1
12326400	291.15	0	1	1
12330000	291.15	0	1	1
12333600	291.15	0	1	1
12337200	291.15	0	1	1
12340800	291.15	0	1	1
12344400	291.15	0	1	1
12348000	291.15	0	1	1
12351600	291.15	0	1	1
12355200	291.15	0	1	1
12358800	291.15	0	1	1
12362400	291.15	0	1	1
12366000	291.15	0	1	1
12369600	291.15	0	1	1
12373200	291.15	0	1	1
12376800	291.15	0	1	1
12380400	291.15	0	1	1
12384000	291.15	0	1	1
12387600	291.15	0	1	1
12391200	291.15	0	1	1
12394800	291.15	0	1	1
12398400	291.15	0	1	1
12402000	291.15	0	1	1
12405600	291.15	0	1	1
12409200	291.15	0	1	1
12412800	291.15	0	1	1
12416400	291.15	0	1	1
12420000	291.15	0	1	1
12423600	291.15	0	1	1
12427200	291.15	0	1	1
12430800	291.15	0	1	1
12434400	291.15	0	1	1
12438000	291.15	0	1	1
12441600	291.15	0	1	1
12445200	291.15	0	1	1
12448800	291.15	0	1	1
12452400	291.15	0	1	1
12456000	291.15	0	1	1
12459600	291.15	0	1	1
12463200	291.15	0	1	1
12466800	291.15	0	1	1
12470400	291.15	0	1	1
12474000	291.15	0	1	1
12477600	291.15	0	1	1
12481200	291.15	0	1	1
12484800	291.15	0	1	1
12488400	291.15	0	1	1
12492000	291.15	0	1	1
12495600	291.15	0	1	1
12499200	291.15	0	1	1
12502800	291.15	0	1	1
12506400	291.15	0	1	1
12510000	291.15	0	1	1
12513600	291.15	0	1	1
12517200	291.15	0	1	1
12520800	291.15	0	1	1
12524400	291.15	0	1	1
12528000	291.15	0	1	1
12531600	291.15	0	1	1
12535200	291.15	0	1	1
12538800	291.15	0	1	1
12542400	291.15	0	1	1
12546000	291.15	0	1	1
12549600	291.15	0	1	1
12553200	291.15	0	1	1
12556800	291.15	0	1	1
12560400	291.15	0	1	1
12564000	291.15	0	1	1
12567600	291.15	0	1	1
12571200	291.15	0	1	1
12574800	291.15	0	1	1
12578400	291.15	0	1	1
12582000	291.15	0	1	1
12585600	291.15	0	1	1
12589200	291.15	0	1	1
12592800	291.15	0	1	1
12596400	291.15	0	1	1
12600000	291.15	0	1	1
12603600	291.15	0	1	1
12607200	291.15	0	1	1
12610800	291.15	0	1	1
12614400	291.15	0	1	1
12618000	291.15	0	1	1
12621600	291.15	0	1	1
12625200	291.15	0	1	1
12628800	291.15	0	1	1
12632400	291.15	0	1	1
12636000	291.15	0	1	1
12639600	291.15	0	1	1
12643200	291.15	0	1	1
12646800	291.15	0	1	1
12650400	291.15	0	1	1
12654000	291.15	0	1	1
12657600	291.15	0	1	1
12661200	291.15	0	1	1
12664800	291.15	0	1	1
12668400	291.15	0	1	1
12672000	291.15	0	1	1
12675600	291.15	0	1	1
12679200	291.15	0	1	1
12682800	291.15	0	1	1
12686400	291.15	0	1	1
12690000	291.15	0	1	1
12693600	291.15	0	1	1
12697200	291.15	0	1	1
12700800	291.15	0	1	1
12704400	291.15	0	1	1
12708000	291.15	0	1	1
12711600	291.15	0	1	1
12715200	291.15	0	1	1
12718800	291.15	0	1	1
12722400	291.15	0	1	1
12726000	291.15	0	1	1
12729600	291.15	0	1	1
12733200	291.15	0	1	1
12736800	291.15	0	1	1
12740400	291.15	0	1	1
12744000	291.15	0	1	1
12747600	291.15	0	1	1
12751200	291.15	0	1	1
12754800	291.15	0	1	1
12758400	291.15	0	1	1
12762000	291.15	0	1	1
12765600	291.15	0	1	1
12769200	291.15	0	1	1
12772800	291.15	0	1	1
12776400	291.15	0	1	1
12780000	291.15	0	1	1
12783600	291.15	0	1	1
12787200	291.15	0	1	1
12790800	291.15	0	1	1
12794400	291.15	0	1	1
12798000	291.15	0	1	1
12801600	291.15	0	1	1
12805200	291.15	0	1	1
12808800	291.15	0	1	1
12812400	291.15	0	1	1
12816000	291.15	0	1	1
12819600	291.15	0	1	1
12823200	291.15	0	1	1
12826800	291.15	0	1	1
12830400	291.15	0	1	1
12834000	291.15	0	1	1
12837600	291.15	0	1	1
12841200	291.15	0	1	1
12844800	291.15	0	1	1
12848400	291.15	0	1	1
12852000	291.15	0	1	1
12855600	291.15	0	1	1
12859200	291.15	0	1	1
12862800	291.15	0	1	1
12866400	291.15	0	1	1
12870000	291.15	0	1	1
12873600	291.15	0	1	1
12877200	291.15	0	1	1
12880800	291.15	0	1	1
12884400	291.15	0	1	1
12888000	291.15	0	1	1
12891600	291.15	0	1	1
12895200	291.15	0	1	1
12898800	291.15	0	1	1
12902400	291.15	0	1	1
12906000	291.15	0	1	1
12909600	291.15	0	1	1
12913200	291.15	0	1	1
12916800	291.15	0	1	1
12920400	291.15	0	1	1
12924000	291.15	0	1	1
12927600	291.15	0	1	1
12931200	291.15	0	1	1
12934800	291.15	0	1	1
12938400	291.15	0	1	1
12942000	291.15	0	1	1
12945600	291.15	0	1	1
12949200	291.15	0	1	1
12952800	291.15	0	1	1
12956400	291.15	0	1	1
12960000	291.15	0	1	1
12963600	291.15	0	1	1
12967200	291.15	0	1	1
12970800	291.15	0	1	1
12974400	291.15	0	1	1
12978000	291.15	0	1	1
12981600	291.15	0	1	1
12985200	291.15	0	1	1
12988800	291.15	0	1	1
12992400	291.15	0	1	1
12996000	291.15	0	1	1
12999600	291.15	0	1	1
13003200	291.15	0	1	1
13006800	291.15	0	1	1
13010400	291.15	0	1	1
13014000	291.15	0	1	1
13017600	291.15	0	1	1
13021200	291.15	0	1	1
13024800	291.15	0	1	1
13028400	291.15	0	1	1
13032000	291.15	0	1	1
13035600	291.15	0	1	1
13039200	291.15	0	1	1
13042800	291.15	0	1	1
13046400	291.15	0	1	1
13050000	291.15	0	1	1
13053600	291.15	0	1	1
13057200	291.15	0	1	1
13060800	291.15	0	1	1
13064400	291.15	0	1	1
13068000	291.15	0	1	1
13071600	291.15	0	1	1
13075200	291.15	0	1	1
13078800	291.15	0	1	1
13082400	291.15	0	1	1
13086000	291.15	0	1	1
13089600	291.15	0	1	1
13093200	291.15	0	1	1
13096800	291.15	0	1	1
13100400	291.15	0	1	1
13104000	291.15	0	1	1
13107600	291.15	0	1	1
13111200	291.15	0	1	1
13114800	291.15	0	1	1
13118400	291.15	0	1	1
13122000	291.15	0	1	1
13125600	291.15	0	1	1
13129200	291.15	0	1	1
13132800	291.15	0	1	1
13136400	291.15	0	1	1
13140000	291.15	0	1	1
13143600	291.15	0	1	1
13147200	291.15	0	1	1
13150800	291.15	0	1	1
13154400	291.15	0	1	1
13158000	291.15	0	1	1
13161600	291.15	0	1	1
13165200	291.15	0	1	1
13168800	291.15	0	1	1
13172400	291.15	0	1	1
13176000	291.15	0	1	1
13179600	291.15	0	1	1
13183200	291.15	0	1	1
13186800	291.15	0	1	1
13190400	291.15	0	1	1
13194000	291.15	0	1	1
13197600	291.15	0	1	1
13201200	291.15	0	1	1
13204800	291.15	0	1	1
13208400	291.15	0	1	1
13212000	291.15	0	1	1
13215600	291.15	0	1	1
13219200	291.15	0	1	1
13222800	291.15	0	1	1
13226400	291.15	0	1	1
13230000	291.15	0	1	1
13233600	291.15	0	1	1
13237200	291.15	0	1	1
13240800	291.15	0	1	1
13244400	291.15	0	1	1
13248000	291.15	0	1	1
13251600	291.15	0	1	1
13255200	291.15	0	1	1
13258800	291.15	0	1	1
13262400	291.15	0	1	1
13266000	291.15	0	1	1
13269600	291.15	0	1	1
13273200	291.15	0	1	1
13276800	291.15	0	1	1
13280400	291.15	0	1	1
13284000	291.15	0	1	1
13287600	291.15	0	1	1
13291200	291.15	0	1	1
13294800	291.15	0	1	1
13298400	291.15	0	1	1
13302000	291.15	0	1	1
13305600	291.15	0	1	1
13309200	291.15	0	1	1
13312800	291.15	0	1	1
13316400	291.15	0	1	1
13320000	291.15	0	1	1
13323600	291.15	0	1	1
13327200	291.15	0	1	1
13330800	291.15	0	1	1
13334400	291.15	0	1	1
13338000	291.15	0	1	1
13341600	291.15	0	1	1
13345200	291.15	0	1	1
13348800	291.15	0	1	1
13352400	291.15	0	1	1
13356000	291.15	0	1	1
13359600	291.15	0	1	1
13363200	291.15	0	1	1
13366800	291.15	0	1	1
13370400	291.15	0	1	1
13374000	291.15	0	1	1
13377600	291.15	0	1	1
13381200	291.15	0	1	1
13384800	291.15	0	1	1
13388400	291.15	0	1	1
13392000	291.15	0	1	1
13395600	291.15	0	1	1
13399200	291.15	0	1	1
13402800	291.15	0	1	1
13406400	291.15	0	1	1
13410000	291.15	0	1	1
13413600	291.15	0	1	1
13417200	291.15	0	1	1
13420800	291.15	0	1	1
13424400	291.15	0	1	1
13428000	291.15	0	1	1
13431600	291.15	0	1	1
13435200	291.15	0	1	1
13438800	291.15	0	1	1
13442400	291.15	0	1	1
13446000	291.15	0	1	1
13449600	291.15	0	1	1
13453200	291.15	0	1	1
13456800	291.15	0	1	1
13460400	291.15	0	1	1
13464000	291.15	0	1	1
13467600	291.15	0	1	1
13471200	291.15	0	1	1
13474800	291.15	0	1	1
13478400	291.15	0	1	1
13482000	291.15	0	1	1
13485600	291.15	0	1	1
13489200	291.15	0	1	1
13492800	291.15	0	1	1
13496400	291.15	0	1	1
13500000	291.15	0	1	1
13503600	291.15	0	1	1
13507200	291.15	0	1	1
13510800	291.15	0	1	1
13514400	291.15	0	1	1
13518000	291.15	0	1	1
13521600	291.15	0	1	1
13525200	291.15	0	1	1
13528800	291.15	0	1	1
13532400	291.15	0	1	1
13536000	291.15	0	1	1
13539600	291.15	0	1	1
13543200	291.15	0	1	1
13546800	291.15	0	1	1
13550400	291.15	0	1	1
13554000	291.15	0	1	1
13557600	291.15	0	1	1
13561200	291.15	0	1	1
13564800	291.15	0	1	1
13568400	291.15	0	1	1
13572000	291.15	0	1	1
13575600	291.15	0	1	1
13579200	291.15	0	1	1
13582800	291.15	0	1	1
13586400	291.15	0	1	1
13590000	291.15	0	1	1
13593600	291.15	0	1	1
13597200	291.15	0	1	1
13600800	291.15	0	1	1
13604400	291.15	0	1	1
13608000	291.15	0	1	1
13611600	291.15	0	1	1
13615200	291.15	0	1	1
13618800	291.15	0	1	1
13622400	291.15	0	1	1
13626000	291.15	0	1	1
13629600	291.15	0	1	1
13633200	291.15	0	1	1
13636800	291.15	0	1	1
13640400	291.15	0	1	1
13644000	291.15	0	1	1
13647600	291.15	0	1	1
13651200	291.15	0	1	1
13654800	291.15	0	1	1
13658400	291.15	0	1	1
13662000	291.15	0	1	1
13665600	291.15	0	1	1
13669200	291.15	0	1	1
13672800	291.15	0	1	1
13676400	291.15	0	1	1
13680000	291.15	0	1	1
13683600	291.15	0	1	1
13687200	291.15	0	1	1
13690800	291.15	0	1	1
13694400	291.15	0	1	1
13698000	291.15	0	1	1
13701600	291.15	0	1	1
13705200	291.15	0	1	1
13708800	291.15	0	1	1
13712400	291.15	0	1	1
13716000	291.15	0	1	1
13719600	291.15	0	1	1
13723200	291.15	0	1	1
13726800	291.15	0	1	1
13730400	291.15	0	1	1
13734000	291.15	0	1	1
13737600	291.15	0	1	1
13741200	291.15	0	1	1
13744800	291.15	0	1	1
13748400	291.15	0	1	1
13752000	291.15	0	1	1
13755600	291.15	0	1	1
13759200	291.15	0	1	1
13762800	291.15	0	1	1
13766400	291.15	0	1	1
13770000	291.15	0	1	1
13773600	291.15	0	1	1
13777200	291.15	0	1	1
13780800	291.15	0	1	1
13784400	291.15	0	1	1
13788000	291.15	0	1	1
13791600	291.15	0	1	1
13795200	291.15	0	1	1
13798800	291.15	0	1	1
13802400	291.15	0	1	1
13806000	291.15	0	1	1
13809600	291.15	0	1	1
13813200	291.15	0	1	1
13816800	291.15	0	1	1
13820400	291.15	0	1	1
13824000	291.15	0	1	1
13827600	291.15	0	1	1
13831200	291.15	0	1	1
13834800	291.15	0	1	1
13838400	291.15	0	1	1
13842000	291.15	0	1	1
13845600	291.15	0	1	1
13849200	291.15	0	1	1
13852800	291.15	0	1	1
13856400	291.15	0	1	1
13860000	291.15	0	1	1
13863600	291.15	0	1	1
13867200	291.15	0	1	1
13870800	291.15	0	1	1
13874400	291.15	0	1	1
13878000	291.15	0	1	1
13881600	291.15	0	1	1
13885200	291.15	0	1	1
13888800	291.15	0	1	1
13892400	291.15	0	1	1
13896000	291.15	0	1	1
13899600	291.15	0	1	1
13903200	291.15	0	1	1
13906800	291.15	0	1	1
13910400	291.15	0	1	1
13914000	291.15	0	1	1
13917600	291.15	0	1	1
13921200	291.15	0	1	1
13924800	291.15	0	1	1
13928400	291.15	0	1	1
13932000	291.15	0	1	1
13935600	291.15	0	1	1
13939200	291.15	0	1	1
13942800	291.15	0	1	1
13946400	291.15	0	1	1
13950000	291.15	0	1	1
13953600	291.15	0	1	1
13957200	291.15	0	1	1
13960800	291.15	0	1	1
13964400	291.15	0	1	1
13968000	291.15	0	1	1
13971600	291.15	0	1	1
13975200	291.15	0	1	1
13978800	291.15	0	1	1
13982400	291.15	0	1	1
13986000	291.15	0	1	1
13989600	291.15	0	1	1
13993200	291.15	0	1	1
13996800	291.15	0	1	1
14000400	291.15	0	1	1
14004000	291.15	0	1	1
14007600	291.15	0	1	1
14011200	291.15	0	1	1
14014800	291.15	0	1	1
14018400	291.15	0	1	1
14022000	291.15	0	1	1
14025600	291.15	0	1	1
14029200	291.15	0	1	1
14032800	291.15	0	1	1
14036400	291.15	0	1	1
14040000	291.15	0	1	1
14043600	291.15	0	1	1
14047200	291.15	0	1	1
14050800	291.15	0	1	1
14054400	291.15	0	1	1
14058000	291.15	0	1	1
14061600	291.15	0	1	1
14065200	291.15	0	1	1
14068800	291.15	0	1	1
14072400	291.15	0	1	1
14076000	291.15	0	1	1
14079600	291.15	0	1	1
14083200	291.15	0	1	1
14086800	291.15	0	1	1
14090400	291.15	0	1	1
14094000	291.15	0	1	1
14097600	291.15	0	1	1
14101200	291.15	0	1	1
14104800	291.15	0	1	1
14108400	291.15	0	1	1
14112000	291.15	0	1	1
14115600	291.15	0	1	1
14119200	291.15	0	1	1
14122800	291.15	0	1	1
14126400	291.15	0	1	1
14130000	291.15	0	1	1
14133600	291.15	0	1	1
14137200	291.15	0	1	1
14140800	291.15	0	1	1
14144400	291.15	0	1	1
14148000	291.15	0	1	1
14151600	291.15	0	1	1
14155200	291.15	0	1	1
14158800	291.15	0	1	1
14162400	291.15	0	1	1
14166000	291.15	0	1	1
14169600	291.15	0	1	1
14173200	291.15	0	1	1
14176800	291.15	0	1	1
14180400	291.15	0	1	1
14184000	291.15	0	1	1
14187600	291.15	0	1	1
14191200	291.15	0	1	1
14194800	291.15	0	1	1
14198400	291.15	0	1	1
14202000	291.15	0	1	1
14205600	291.15	0	1	1
14209200	291.15	0	1	1
14212800	291.15	0	1	1
14216400	291.15	0	1	1
14220000	291.15	0	1	1
14223600	291.15	0	1	1
14227200	291.15	0	1	1
14230800	291.15	0	1	1
14234400	291.15	0	1	1
14238000	291.15	0	1	1
14241600	291.15	0	1	1
14245200	291.15	0	1	1
14248800	291.15	0	1	1
14252400	291.15	0	1	1
14256000	291.15	0	1	1
14259600	291.15	0	1	1
14263200	291.15	0	1	1
14266800	291.15	0	1	1
14270400	291.15	0	1	1
14274000	291.15	0	1	1
14277600	291.15	0	1	1
14281200	291.15	0	1	1
14284800	291.15	0	1	1
14288400	291.15	0	1	1
14292000	291.15	0	1	1
14295600	291.15	0	1	1
14299200	291.15	0	1	1
14302800	291.15	0	1	1
14306400	291.15	0	1	1
14310000	291.15	0	1	1
14313600	291.15	0	1	1
14317200	291.15	0	1	1
14320800	291.15	0	1	1
14324400	291.15	0	1	1
14328000	291.15	0	1	1
14331600	291.15	0	1	1
14335200	291.15	0	1	1
14338800	291.15	0	1	1
14342400	291.15	0	1	1
14346000	291.15	0	1	1
14349600	291.15	0	1	1
14353200	291.15	0	1	1
14356800	291.15	0	1	1
14360400	291.15	0	1	1
14364000	291.15	0	1	1
14367600	291.15	0	1	1
14371200	291.15	0	1	1
14374800	291.15	0	1	1
14378400	291.15	0	1	1
14382000	291.15	0	1	1
14385600	291.15	0	1	1
14389200	291.15	0	1	1
14392800	291.15	0	1	1
14396400	291.15	0	1	1
14400000	291.15	0	1	1
14403600	291.15	0	1	1
14407200	291.15	0	1	1
14410800	291.15	0	1	1
14414400	291.15	0	1	1
14418000	291.15	0	1	1
14421600	291.15	0	1	1
14425200	291.15	0	1	1
14428800	291.15	0	1	1
14432400	291.15	0	1	1
14436000	291.15	0	1	1
14439600	291.15	0	1	1
14443200	291.15	0	1	1
14446800	291.15	0	1	1
14450400	291.15	0	1	1
14454000	291.15	0	1	1
14457600	291.15	0	1	1
14461200	291.15	0	1	1
14464800	291.15	0	1	1
14468400	291.15	0	1	1
14472000	291.15	0	1	1
14475600	291.15	0	1	1
14479200	291.15	0	1	1
14482800	291.15	0	1	1
14486400	291.15	0	1	1
14490000	291.15	0	1	1
14493600	291.15	0	1	1
14497200	291.15	0	1	1
14500800	291.15	0	1	1
14504400	291.15	0	1	1
14508000	291.15	0	1	1
14511600	291.15	0	1	1
14515200	291.15	0	1	1
14518800	291.15	0	1	1
14522400	291.15	0	1	1
14526000	291.15	0	1	1
14529600	291.15	0	1	1
14533200	291.15	0	1	1
14536800	291.15	0	1	1
14540400	291.15	0	1	1
14544000	291.15	0	1	1
14547600	291.15	0	1	1
14551200	291.15	0	1	1
14554800	291.15	0	1	1
14558400	291.15	0	1	1
14562000	291.15	0	1	1
14565600	291.15	0	1	1
14569200	291.15	0	1	1
14572800	291.15	0	1	1
14576400	291.15	0	1	1
14580000	291.15	0	1	1
14583600	291.15	0	1	1
14587200	291.15	0	1	1
14590800	291.15	0	1	1
14594400	291.15	0	1	1
14598000	291.15	0	1	1
14601600	291.15	0	1	1
14605200	291.15	0	1	1
14608800	291.15	0	1	1
14612400	291.15	0	1	1
14616000	291.15	0	1	1
14619600	291.15	0	1	1
14623200	291.15	0	1	1
14626800	291.15	0	1	1
14630400	291.15	0	1	1
14634000	291.15	0	1	1
14637600	291.15	0	1	1
14641200	291.15	0	1	1
14644800	291.15	0	1	1
14648400	291.15	0	1	1
14652000	291.15	0	1	1
14655600	291.15	0	1	1
14659200	291.15	0	1	1
14662800	291.15	0	1	1
14666400	291.15	0	1	1
14670000	291.15	0	1	1
14673600	291.15	0	1	1
14677200	291.15	0	1	1
14680800	291.15	0	1	1
14684400	291.15	0	1	1
14688000	291.15	0	1	1
14691600	291.15	0	1	1
14695200	291.15	0	1	1
14698800	291.15	0	1	1
14702400	291.15	0	1	1
14706000	291.15	0	1	1
14709600	291.15	0	1	1
14713200	291.15	0	1	1
14716800	291.15	0	1	1
14720400	291.15	0	1	1
14724000	291.15	0	1	1
14727600	291.15	0	1	1
14731200	291.15	0	1	1
14734800	291.15	0	1	1
14738400	291.15	0	1	1
14742000	291.15	0	1	1
14745600	291.15	0	1	1
14749200	291.15	0	1	1
14752800	291.15	0	1	1
14756400	291.15	0	1	1
14760000	291.15	0	1	1
14763600	291.15	0	1	1
14767200	291.15	0	1	1
14770800	291.15	0	1	1
14774400	291.15	0	1	1
14778000	291.15	0	1	1
14781600	291.15	0	1	1
14785200	291.15	0	1	1
14788800	291.15	0	1	1
14792400	291.15	0	1	1
14796000	291.15	0	1	1
14799600	291.15	0	1	1
14803200	291.15	0	1	1
14806800	291.15	0	1	1
14810400	291.15	0	1	1
14814000	291.15	0	1	1
14817600	291.15	0	1	1
14821200	291.15	0	1	1
14824800	291.15	0	1	1
14828400	291.15	0	1	1
14832000	291.15	0	1	1
14835600	291.15	0	1	1
14839200	291.15	0	1	1
14842800	291.15	0	1	1
14846400	291.15	0	1	1
14850000	291.15	0	1	1
14853600	291.15	0	1	1
14857200	291.15	0	1	1
14860800	291.15	0	1	1
14864400	291.15	0	1	1
14868000	291.15	0	1	1
14871600	291.15	0	1	1
14875200	291.15	0	1	1
14878800	291.15	0	1	1
14882400	291.15	0	1	1
14886000	291.15	0	1	1
14889600	291.15	0	1	1
14893200	291.15	0	1	1
14896800	291.15	0	1	1
14900400	291.15	0	1	1
14904000	291.15	0	1	1
14907600	291.15	0	1	1
14911200	291.15	0	1	1
14914800	291.15	0	1	1
14918400	291.15	0	1	1
14922000	291.15	0	1	1
14925600	291.15	0	1	1
14929200	291.15	0	1	1
14932800	291.15	0	1	1
14936400	291.15	0	1	1
14940000	291.15	0	1	1
14943600	291.15	0	1	1
14947200	291.15	0	1	1
14950800	291.15	0	1	1
14954400	291.15	0	1	1
14958000	291.15	0	1	1
14961600	291.15	0	1	1
14965200	291.15	0	1	1
14968800	291.15	0	1	1
14972400	291.15	0	1	1
14976000	291.15	0	1	1
14979600	291.15	0	1	1
14983200	291.15	0	1	1
14986800	291.15	0	1	1
14990400	291.15	0	1	1
14994000	291.15	0	1	1
14997600	291.15	0	1	1
15001200	291.15	0	1	1
15004800	291.15	0	1	1
15008400	291.15	0	1	1
15012000	291.15	0	1	1
15015600	291.15	0	1	1
15019200	291.15	0	1	1
15022800	291.15	0	1	1
15026400	291.15	0	1	1
15030000	291.15	0	1	1
15033600	291.15	0	1	1
15037200	291.15	0	1	1
15040800	291.15	0	1	1
15044400	291.15	0	1	1
15048000	291.15	0	1	1
15051600	291.15	0	1	1
15055200	291.15	0	1	1
15058800	291.15	0	1	1
15062400	291.15	0	1	1
15066000	291.15	0	1	1
15069600	291.15	0	1	1
15073200	291.15	0	1	1
15076800	291.15	0	1	1
15080400	291.15	0	1	1
15084000	291.15	0	1	1
15087600	291.15	0	1	1
15091200	291.15	0	1	1
15094800	291.15	0	1	1
