#1
double Tset(8760, 2)
3600	400
7200	400
10800	400
14400	400
18000	400
21600	400
25200	400
28800	400
32400	400
36000	400
39600	400
43200	400
46800	400
50400	400
54000	400
57600	400
61200	400
64800	400
68400	400
72000	400
75600	400
79200	400
82800	400
86400	400
90000	400
93600	400
97200	400
100800	400
104400	400
108000	400
111600	400
115200	400
118800	400
122400	400
126000	400
129600	400
133200	400
136800	400
140400	400
144000	400
147600	400
151200	400
154800	400
158400	400
162000	400
165600	400
169200	400
172800	400
176400	400
180000	400
183600	400
187200	400
190800	400
194400	400
198000	400
201600	400
205200	400
208800	400
212400	400
216000	400
219600	400
223200	400
226800	400
230400	400
234000	400
237600	400
241200	400
244800	400
248400	400
252000	400
255600	400
259200	400
262800	400
266400	400
270000	400
273600	400
277200	400
280800	400
284400	400
288000	400
291600	400
295200	400
298800	400
302400	400
306000	400
309600	400
313200	400
316800	400
320400	400
324000	400
327600	400
331200	400
334800	400
338400	400
342000	400
345600	400
349200	400
352800	400
356400	400
360000	400
363600	400
367200	400
370800	400
374400	400
378000	400
381600	400
385200	400
388800	400
392400	400
396000	400
399600	400
403200	400
406800	400
410400	400
414000	400
417600	400
421200	400
424800	400
428400	400
432000	400
435600	400
439200	400
442800	400
446400	400
450000	400
453600	400
457200	400
460800	400
464400	400
468000	400
471600	400
475200	400
478800	400
482400	400
486000	400
489600	400
493200	400
496800	400
500400	400
504000	400
507600	400
511200	400
514800	400
518400	400
522000	400
525600	400
529200	400
532800	400
536400	400
540000	400
543600	400
547200	400
550800	400
554400	400
558000	400
561600	400
565200	400
568800	400
572400	400
576000	400
579600	400
583200	400
586800	400
590400	400
594000	400
597600	400
601200	400
604800	400
608400	400
612000	400
615600	400
619200	400
622800	400
626400	400
630000	400
633600	400
637200	400
640800	400
644400	400
648000	400
651600	400
655200	400
658800	400
662400	400
666000	400
669600	400
673200	400
676800	400
680400	400
684000	400
687600	400
691200	400
694800	400
698400	400
702000	400
705600	400
709200	400
712800	400
716400	400
720000	400
723600	400
727200	400
730800	400
734400	400
738000	400
741600	400
745200	400
748800	400
752400	400
756000	400
759600	400
763200	400
766800	400
770400	400
774000	400
777600	400
781200	400
784800	400
788400	400
792000	400
795600	400
799200	400
802800	400
806400	400
810000	400
813600	400
817200	400
820800	400
824400	400
828000	400
831600	400
835200	400
838800	400
842400	400
846000	400
849600	400
853200	400
856800	400
860400	400
864000	400
867600	400
871200	400
874800	400
878400	400
882000	400
885600	400
889200	400
892800	400
896400	400
900000	400
903600	400
907200	400
910800	400
914400	400
918000	400
921600	400
925200	400
928800	400
932400	400
936000	400
939600	400
943200	400
946800	400
950400	400
954000	400
957600	400
961200	400
964800	400
968400	400
972000	400
975600	400
979200	400
982800	400
986400	400
990000	400
993600	400
997200	400
1000800	400
1004400	400
1008000	400
1011600	400
1015200	400
1018800	400
1022400	400
1026000	400
1029600	400
1033200	400
1036800	400
1040400	400
1044000	400
1047600	400
1051200	400
1054800	400
1058400	400
1062000	400
1065600	400
1069200	400
1072800	400
1076400	400
1080000	400
1083600	400
1087200	400
1090800	400
1094400	400
1098000	400
1101600	400
1105200	400
1108800	400
1112400	400
1116000	400
1119600	400
1123200	400
1126800	400
1130400	400
